"Date","Price","Open","High","Low","Vol.","Change %"
"12/30/2024","2,710","2,720","2,760","2,700","74.28M","-1.45%"
"12/27/2024","2,750","2,770","2,800","2,710","92.73M","0.36%"
"12/24/2024","2,740","2,680","2,750","2,620","117.58M","3.40%"
"12/23/2024","2,650","2,580","2,670","2,580","72.11M","3.92%"
"12/20/2024","2,550","2,530","2,570","2,520","110.31M","0.79%"
"12/19/2024","2,530","2,510","2,560","2,500","123.50M","-1.56%"
"12/18/2024","2,570","2,620","2,660","2,570","79.57M","-1.91%"
"12/17/2024","2,620","2,630","2,650","2,600","113.79M","-1.50%"
"12/16/2024","2,660","2,760","2,760","2,650","147.66M","-4.66%"
"12/13/2024","2,790","2,770","2,790","2,750","77.54M","-1.06%"
"12/12/2024","2,820","2,830","2,850","2,780","66.98M","-1.40%"
"12/11/2024","2,860","2,770","2,880","2,770","140.61M","3.25%"
"12/10/2024","2,770","2,770","2,830","2,750","124.14M","1.09%"
"12/09/2024","2,740","2,760","2,770","2,730","63.67M","-0.72%"
"12/06/2024","2,760","2,740","2,780","2,740","48.18M","-0.36%"
"12/05/2024","2,770","2,840","2,840","2,730","96.03M","-2.46%"
"12/04/2024","2,840","2,820","2,850","2,800","83.41M","0.71%"
"12/03/2024","2,820","2,760","2,830","2,710","167.60M","5.22%"
"12/02/2024","2,680","2,720","2,730","2,680","66.03M","-1.11%"
"11/29/2024","2,710","2,700","2,760","2,700","103.16M","-0.37%"
"11/28/2024","2,720","2,680","2,750","2,680","102.81M","0.37%"
"11/26/2024","2,710","2,770","2,800","2,680","106.72M","-1.09%"
"11/25/2024","2,740","2,740","2,780","2,720","358.62M","-0.36%"
"11/22/2024","2,750","2,750","2,790","2,720","135.27M","-0.72%"
"11/21/2024","2,770","2,680","2,810","2,680","128.29M","3.36%"
"11/20/2024","2,680","2,740","2,750","2,640","150.24M","-3.60%"
"11/19/2024","2,780","2,610","2,850","2,590","276.01M","7.34%"
"11/18/2024","2,590","2,540","2,610","2,520","121.82M","1.97%"
"11/15/2024","2,540","2,500","2,580","2,500","103.68M","0.40%"
"11/14/2024","2,530","2,550","2,590","2,530","185.27M","-1.94%"
"11/13/2024","2,580","2,610","2,630","2,570","142.81M","-0.77%"
"11/12/2024","2,600","2,660","2,670","2,600","215.91M","-3.35%"
"11/11/2024","2,690","2,720","2,730","2,650","108.15M","-2.18%"
"11/08/2024","2,750","2,760","2,780","2,750","66.13M","-0.36%"
"11/07/2024","2,760","2,760","2,790","2,740","79.49M","0.73%"
"11/06/2024","2,740","2,780","2,800","2,740","66.81M","-1.08%"
"11/05/2024","2,770","2,800","2,810","2,730","96.72M","-1.07%"
"11/04/2024","2,800","2,780","2,810","2,750","63.11M","0.72%"
"11/01/2024","2,780","2,820","2,840","2,760","99.36M","-1.42%"
"10/31/2024","2,820","2,860","2,870","2,820","139.59M","-2.76%"
"10/30/2024","2,900","2,880","2,900","2,850","123.57M","0.00%"
"10/29/2024","2,900","2,910","2,930","2,880","67.73M","-0.68%"
"10/28/2024","2,920","2,920","2,940","2,900","38.72M","0.34%"
"10/25/2024","2,910","2,900","2,950","2,900","50.69M","0.34%"
"10/24/2024","2,900","2,940","2,960","2,900","72.56M","-1.36%"
"10/23/2024","2,940","2,940","2,980","2,930","99.42M","-2.33%"
"10/22/2024","3,010","3,060","3,070","3,010","93.66M","-2.90%"
"10/21/2024","3,100","3,100","3,130","3,060","92.24M","0.00%"
"10/18/2024","3,100","3,050","3,130","3,040","138.78M","1.97%"
"10/17/2024","3,040","3,000","3,060","2,980","107.04M","1.33%"
"10/16/2024","3,000","2,970","3,000","2,930","163.99M","2.04%"
"10/15/2024","2,940","2,920","2,970","2,910","74.53M","1.38%"
"10/14/2024","2,900","2,930","2,970","2,900","66.63M","-1.36%"
"10/11/2024","2,940","3,000","3,000","2,920","40.45M","-0.34%"
"10/10/2024","2,950","2,960","2,980","2,940","57.87M","-0.34%"
"10/09/2024","2,960","2,980","3,010","2,960","69.44M","-1.00%"
"10/08/2024","2,990","2,890","2,990","2,870","135.36M","3.10%"
"10/07/2024","2,900","2,910","2,910","2,870","84.51M","0.69%"
"10/04/2024","2,880","2,900","2,930","2,860","76.76M","-0.35%"
"10/03/2024","2,890","2,950","2,950","2,890","92.51M","-1.03%"
"10/02/2024","2,920","2,950","2,980","2,920","124.63M","-3.31%"
"10/01/2024","3,020","2,990","3,040","2,990","77.21M","1.00%"
"09/30/2024","2,990","3,030","3,030","2,990","150.84M","-1.97%"
"09/27/2024","3,050","3,130","3,140","3,010","291.22M","-3.79%"
"09/26/2024","3,170","3,170","3,180","3,120","120.04M","-0.63%"
"09/25/2024","3,190","3,100","3,190","3,060","215.24M","0.95%"
"09/24/2024","3,160","3,180","3,180","3,150","92.26M","-0.32%"
"09/23/2024","3,170","3,150","3,180","3,130","82.27M","0.63%"
"09/20/2024","3,150","3,150","3,170","3,120","152.48M","0.32%"
"09/19/2024","3,140","3,140","3,150","3,120","130.42M","0.64%"
"09/18/2024","3,120","3,120","3,130","3,100","87.12M","0.97%"
"09/17/2024","3,090","3,120","3,130","3,080","56.18M","-0.64%"
"09/13/2024","3,110","3,080","3,120","3,070","125.03M","1.97%"
"09/12/2024","3,050","3,060","3,070","3,050","85.79M","0.33%"
"09/11/2024","3,040","3,030","3,050","3,020","62.90M","0.33%"
"09/10/2024","3,030","3,060","3,060","3,020","46.44M","0.00%"
"09/09/2024","3,030","3,050","3,080","3,000","69.26M","-0.33%"
"09/06/2024","3,040","3,010","3,050","3,010","82.39M","0.66%"
"09/05/2024","3,020","3,080","3,090","3,020","78.99M","-1.95%"
"09/04/2024","3,080","3,060","3,100","3,040","81.04M","0.00%"
"09/03/2024","3,080","3,140","3,150","3,080","82.17M","-1.91%"
"09/02/2024","3,140","3,090","3,150","3,080","118.93M","2.61%"
"08/30/2024","3,060","3,030","3,070","3,010","195.81M","0.99%"
"08/29/2024","3,030","2,980","3,080","2,980","160.71M","1.68%"
"08/28/2024","2,980","3,000","3,000","2,960","68.74M","-0.33%"
"08/27/2024","2,990","2,990","3,000","2,950","71.22M","0.34%"
"08/26/2024","2,980","2,940","2,990","2,930","88.94M","1.02%"
